FirstName;LastName;Post;Course;Group
Макаркина;Мирослава;Professor;3;304
Малинина;Ульяна;Lecturer;2;202
Летов;Феликс;Lecturer;2;202
Сияносов;Иннокентий;Student;1;100
Капылюшный;Кондратий;Professor;3;303
Хрущёва;Ирина;Professor;3;305
Денисов;Трофим;Lecturer;2;203
Кружков;Никанор;Student;1;101
Харитонов;Павел;Student;1;101
Пашков;Самуил;Academic;4;407
Ключникова;Элеонора;Professor;3;305
Лашманов;Филимон;Lecturer;2;203
Ямщиков;Казимир;Dean;5;508
Чмыхов;Дементий;Academic;4;405
Ратникова;Наталия;Dean;5;508
Барсова;Кристина;Academic;4;405
Осокина;Фаина;Dean;5;507
Антонова;Рената;Professor;3;304
Шверник;Ян;Lecturer;2;202
Глухов;Адриан;Lecturer;2;202
Ягубов;Наум;Student;1;100
Ягуткина;Таисия;Professor;3;305
Ожгибесов;Евграф;Lecturer;2;203
Ивазова;Бронислава;Lecturer;2;203
Барболин;Адам;Student;1;101
Казанькова;Эльвира;Student;1;100
Подшивалов;Иосиф;Academic;4;405
Весовой;Евсей;Professor;3;304
Казанькова;Кира;Student;1;100
Погребнов;Феликс;Student;1;101
Марьин;Чеслав;Professor;3;304
Кортнева;Инесса;Lecturer;2;203
Смольянинов;Владимир;Student;1;100
Гандельман;Аскольд;Academic;4;406
Мелехов;Эдуард;Professor;3;304
Витюгов;Адриан;Academic;4;406
Букова;Кристина;Lecturer;2;203
Созыкин;Игнатий;Student;1;100
Овчинникова;Розалия;Dean;5;508
Ямбушев;Лукьян;Dean;5;507
Коллеров;Модест;Student;1;101
Стегнова;﻿Агата;Dean;5;508
Кубланова;Владислава;Lecturer;2;201
Южанин;Филимон;Dean;5;507
Юганцева;Валентина;Student;1;101
Худовекова;Аза;Academic;4;406
Кравков;Фадей;Student;1;100
Ивкин;Прокл;Lecturer;2;203
Астафьева;Галина;Professor;3;304
Ошуркова;Евгения;Academic;4;406
Кручинкина;Розалия;Academic;4;405
Былинкина;Ефросиния;Academic;4;405
Пелевин;Измаил;Student;1;100
Ясавеева;Эвелина;Academic;4;406
Грушанина;Эмилия;Lecturer;2;201
Колосова;Светлана;Dean;5;508
Звягина;Ефросиния;Dean;5;508
Элькина;Людмила;Dean;5;508
Ягафарова;Ярослава;Dean;5;507
Эфирова;Регина;Lecturer;2;202
Банин;Артем;Dean;5;508
Онегин;Никита;Dean;5;507
Карманова;﻿Агата;Student;1;101
Янутан;Кузьма;Student;1;100
Рубцова;Светлана;Lecturer;2;202
Шатохин;Михаил;Lecturer;2;201
Убыша;Алиса;Lecturer;2;203
Порошин;Емельян;Lecturer;2;201
Алистратова;Ангелина;Student;1;101
Кондрат;Адриан;Lecturer;2;202
Агальцов;Трофим;Lecturer;2;202
Комракова;Эльвира;Academic;4;406
Яньков;Макар;Professor;3;305
Эрдниев;Артур;Lecturer;2;203
Кологреева;Анна;Student;1;101
Булатов;Артем;Student;1;100
Ерхова;Валерия;Lecturer;2;203
Сереброва;Дина;Professor;3;304
Сычкина;Анна;Lecturer;2;201
Искрицкий;Агап;Professor;3;303
Конев;Варфоломей;Dean;5;508
Ядов;Артур;Lecturer;2;202
Шентеряков;Владлен;Student;1;100
Трындин;Матвей;Lecturer;2;202
Бысов;Александр;Professor;3;304
Брежнева;Любава;Dean;5;508
Андреюшкина;Ксения;Lecturer;2;203
Яшунин;Савелий;Lecturer;2;203
Витаев;Лукьян;Professor;3;304
Белозеров;Ярослав;Professor;3;304
Набадчикова;Злата;Dean;5;507
Жиглов;Мстислав;Lecturer;2;203
Кравцов;Феофан;Lecturer;2;201
Грибкова;Клара;Academic;4;405
Бояров;Константин;Dean;5;508
Мохов;Евстигней;Lecturer;2;203
Сорокина;Таисия;Dean;5;507
Драчёв;Всеволод;Lecturer;2;201
Успенский;Василий;Professor;3;305
Пузанова;Дина;Dean;5;508
Рыбакова;Зоя;Professor;3;303
Нюхтилина;Екатерина;Dean;5;508
Сигаев;Мстислав;Lecturer;2;202
Тарасова;Фаина;Lecturer;2;202
Форопонова;Любовь;Professor;3;303
Негуторова;Алина;Dean;5;508
Бабина;Анфиса;Student;1;100
Мячикова;Инна;Academic;4;405
Ясько;Валентина;Professor;3;304
Нюхтилина;Марина;Student;1;101
Коломийцева;Мария;Professor;3;305
Ромазан;Денис;Lecturer;2;203
Сотов;Соломон;Academic;4;406
Зухин;Сократ;Professor;3;303
Кутепов;Константин;Lecturer;2;202
Брежнев;Роман;Academic;4;405
Крюков;Эммануил;Academic;4;407
Турфанов;Павел;Dean;5;507
Федченков;Тихон;Professor;3;304
Дуркина;Роза;Lecturer;2;203
Гребнев;Никифор;Dean;5;507
Шадрин;Савелий;Dean;5;508
Соломонов;Ираклий;Academic;4;406
Охрема;Пелагея;Academic;4;405
Каца;Жанна;Lecturer;2;203
Тюрина;Агния;Dean;5;508
Бобкова;Светлана;Professor;3;304
Цыганкова;Всеслава;Dean;5;508
Батурин;Прокл;Professor;3;303
Мышкина;Фаина;Academic;4;407
Розенбаха;Лилия;Lecturer;2;201
Чазов;Артём;Student;1;101
Беломестов;Карл;Dean;5;508
Гибазова;Христина;Lecturer;2;202
Овечкина;Влада;Student;1;100
Суханова;Анисья;Student;1;100
Бабинова;Лилия;Student;1;100
Проскура;Кондратий;Academic;4;407
Ёлшина;Эвелина;Dean;5;508
Головаха;Мирон;Professor;3;305
Пожарский;Арсений;Dean;5;507
Коракова;Инга;Academic;4;406
Мельникова;Аза;Academic;4;407
Щукина;Дарья;Lecturer;2;203
Богуна;Фаина;Dean;5;508
Кидирбаев;Сократ;Professor;3;304
Цыганова;Елена;Academic;4;405
Данькин;Терентий;Dean;5;507
Бабыкина;Каролина;Lecturer;2;202
Цызырева;Юнона;Lecturer;2;202
Мишуринский;Гаврила;Professor;3;305
Кирдань;Тимур;Dean;5;508
Балин;Артём;Academic;4;406
Эверский;Вацлав;Lecturer;2;201
Салтанова;Ярослава;Student;1;100
Лель;Назар;Professor;3;303
Меликов;Аристарх;Student;1;101
Казнова;Любава;Academic;4;405
Красенкова;Элеонора;Dean;5;507
Жарков;Мирослав;Professor;3;304
Бурда;Андрон;Lecturer;2;203
Букирь;Якуб;Student;1;101
Сафонов;Самуил;Lecturer;2;202
Рубцова;Ефросинья;Academic;4;406
Чалый;Каролина;Dean;5;508
Алеева;Екатерина;Lecturer;2;203
Дубинкина;Нина;Professor;3;303
Мажулин;Петр;Professor;3;304
Рытин;Трофим;Professor;3;303
Помелова;Фаина;Lecturer;2;202
Болтоногов;Дементий;Professor;3;305
Яглинцева;Дарья;Dean;5;508
Гадолина;Ульяна;Dean;5;508
Фарест;Андрон;Dean;5;508
Яйцев;Аскольд;Professor;3;304
Яковец;Соломон;Student;1;101
Барышникова;Александра;Lecturer;2;201
Фурманов;Григорий;Lecturer;2;203
Лебединцев;Тарас;Academic;4;405
Елагина;Ефросиния;Dean;5;508
Трошкина;Елизавета;Lecturer;2;202
Кириченко;Виссарион;Academic;4;406
Ягофарова;Елизавета;Professor;3;305
Слепынина;Влада;Student;1;100
Куксилина;Анисья;Lecturer;2;202
Кабалкин;Фома;Lecturer;2;202
Островерхов;Ираклий;Professor;3;304
Климова;Наталья;Academic;4;406
Пережогина;Мария;Lecturer;2;201
Баязов;Рюрик;Professor;3;305
Кидирбаева;Виктория;Dean;5;508
Каца;Милена;Professor;3;303
Травкина;Евгения;Dean;5;508
Табернакулова;Мария;Professor;3;303
Качусова;Оксана;Lecturer;2;201
Суслов;Артемий;Academic;4;406
Державина;Галина;Professor;3;304
Белорусова;﻿Агата;Student;1;100
Блинов;Клавдий;Lecturer;2;203
Моисеева;Фаина;Professor;3;305
Ковригин;Фока;Student;1;100
Нусинов;Ярослав;Student;1;101
Лобана;Ева;Lecturer;2;203
Цехановецкий;Авдей;Student;1;100
Кожевина;Владислава;Academic;4;406
Сиянков;﻿Август;Professor;3;305
Роговский;Руслан;Student;1;100
Кондурова;Эмилия;Academic;4;407
Эшман;Никита;Academic;4;406
Кручинкин;Прокофий;Dean;5;508
Казаринова;Александра;Lecturer;2;201
Ямов;Семен;Dean;5;507
Грекова;Эвелина;Dean;5;508
Нарыков;Мстислав;Dean;5;508
Созонтова;Марина;Lecturer;2;202
Шакмаков;Пахом;Academic;4;405
Картавый;Сократ;Professor;3;305
Дюков;Андриян;Student;1;101
Гоминова;Рада;Professor;3;304
Щеголяева;Клара;Academic;4;406
Толстоброва;Виктория;Dean;5;508
Поздняков;Фока;Academic;4;405
Смирнов;Захар;Lecturer;2;202
Катериночкина;Всеслава;Dean;5;507
Алехин;Тимур;Lecturer;2;203
Ельцин;Демьян;Student;1;101
Чазова;Жанна;Student;1;100
Кулактина;Ангелина;Professor;3;304
Чилаев;Ростислав;Academic;4;406
Рамазанов;Потап;Dean;5;507
Щедров;Семен;Academic;4;406
Ярусов;Юлиан;Student;1;101
Стародубцев;Семен;Dean;5;508
Мурзакова;Ксения;Student;1;100
Шеркова;Оксана;Dean;5;507
Ложкин;Андрей;Student;1;100
Сайтахметова;Дина;Lecturer;2;202
Волкова;Альбина;Professor;3;304
Перфильев;Эрнест;Lecturer;2;203
Хорошилов;Эммануил;Academic;4;405
Огаркова;Элеонора;Lecturer;2;201
Оленева;Нина;Academic;4;406
Кобыльских;Артур;Student;1;100
Нилов;Афанасий;Lecturer;2;202
Пенкин;Артур;Lecturer;2;203
Яковченко;Дарья;Student;1;100
Ширяева;Анфиса;Professor;3;304
Лебединцев;Матвей;Student;1;100
Лазарева;Софья;Student;1;101
Кощеева;Василиса;Professor;3;304
Марченко;Анастасия;Student;1;101
Панов;Юрий;Lecturer;2;203
Клименко;Елизавета;Professor;3;304
Сухарников;Глеб;Academic;4;405
Болсунов;Сократ;Academic;4;405
Ильюшин;Осип;Professor;3;303
Панькива;Юлия;Dean;5;508
Талалина;Вера;Professor;3;305
Землякова;Светлана;Academic;4;406
Меледин;Федор;Professor;3;305
Суханова;Влада;Professor;3;304
Веденеев;Филимон;Professor;3;304
Ратникова;Любава;Student;1;100
Царёва;Инга;Dean;5;508
Самохин;Аскольд;Lecturer;2;202
Аводкова;Ангелина;Student;1;100
Ветрова;Христина;Dean;5;507
Шагидзянова;Ираида;Dean;5;507
Шерков;Мстислав;Student;1;100
Невшупа;Христина;Student;1;101
Зарубин;Герман;Lecturer;2;203
Кулешов;Трофим;Student;1;100
Авилов;Николай;Academic;4;406
Квасникова;Милена;Dean;5;507
Ручкина;Ксения;Professor;3;304
Кваскова;Майя;Lecturer;2;202
Балаев;Соломон;Academic;4;405
Галиаскарова;Яна;Dean;5;508
Сукина;Владлена;Professor;3;303
Одинцова;Марфа;Lecturer;2;202
Гриневеца;Варвара;Academic;4;406
Евтушенко;Николай;Student;1;100
Жернакова;Оксана;Lecturer;2;202
Огородников;Михаил;Student;1;101
Щитта;Александра;Academic;4;406
Чучанов;Пахом;Lecturer;2;203
Нутрихин;Сократ;Academic;4;405
Овчинников;Вениамин;Lecturer;2;203
Кузиева;Анна;Professor;3;304
Сьянов;Эммануил;Professor;3;304
Янаслов;Лев;Student;1;101
Табернакулов;Данила;Academic;4;406
Багрова;Евгения;Academic;4;406
Волошин;Владилен;Academic;4;407
Яндуткина;Ульяна;Student;1;101
Вавилов;Максим;Academic;4;406
Слепынин;Мефодий;Professor;3;305
Дьякова;Клара;Student;1;100
Козина;Анисья;Student;1;100
Веселова;Оксана;Lecturer;2;202
Прудников;Петр;Lecturer;2;202
Витковский;Григорий;Academic;4;405
Замятнин;Марк;Dean;5;508
Сухиха;Тамара;Student;1;100
Низовцева;Ариадна;Lecturer;2;201
Вольпова;Варвара;Student;1;100
Бойцов;Виталий;Professor;3;305
Ясавеева;Юлия;Academic;4;406
Касатый;Максимильян;Student;1;101
Беломестный;Клавдий;Professor;3;303
Игнатенко;Майя;Academic;4;407
Печкина;Дарья;Dean;5;508
Кардапольцев;Пимен;Student;1;101
Карамзин;Феофан;Professor;3;304
Ивашечкина;Лидия;Dean;5;508
Скотарева;Валентина;Professor;3;304
Сомова;Любовь;Student;1;101
Осенных;Иван;Dean;5;508
Колокольцев;Пахом;Lecturer;2;202
Экель;Нестор;Dean;5;507
Дернов;Юрий;Professor;3;303
Погребной;Любовь;Professor;3;304
Филиппов;Константин;Professor;3;303
Кручинкин;Трофим;Professor;3;305
Степихова;Наталия;Dean;5;508
Султанова;Елизавета;Academic;4;405
Кольцов;Эрнст;Lecturer;2;202
Щепетинникова;Каролина;Dean;5;508
Кярбера;Владлена;Academic;4;406
Сафиюлин;Роман;Academic;4;407
Воронов;Родион;Academic;4;405
Малютин;Николай;Professor;3;304
Самсонов;Лавр;Dean;5;508
Колпакова;Анфиса;Student;1;100
Шангин;Никанор;Student;1;100
Баландина;Александра;Student;1;100
Стародубцева;Злата;Student;1;100
Ямских;Михей;Lecturer;2;202
Дарбинян;Викентий;Dean;5;508
Гадолина;Майя;Academic;4;405
Чемерис;Юрий;Academic;4;407
Агапова;Жанна;Dean;5;508
Лосев;Константин;Lecturer;2;201
Колпаков;Афанасий;Student;1;100
Двойнев;Владислав;Academic;4;406
Оскорбин;Матвей;Student;1;101
Сусляков;Карл;Professor;3;305
Маркелов;Юрий;Lecturer;2;202
Сомов;Кир;Dean;5;508
Михалёв;Феофан;Academic;4;406
Бехтерев;Константин;Professor;3;304
Федин;Евграф;Academic;4;405
Янкилович;Кир;Dean;5;507
Пыхтин;Федот;Student;1;101
Кадцына;Алина;Dean;5;508
Колганов;Игорь;Academic;4;406
Собаков;Владлен;Lecturer;2;202
Карявин;Федор;Lecturer;2;203
Капралов;Герасим;Student;1;100
Юбкина;Майя;Academic;4;405
Лукашевич;Дементий;Academic;4;406
Рябцева;Агния;Professor;3;305
Илюхин;Адриан;Dean;5;508
Карачёв;Модест;Lecturer;2;203
Лысова;Алина;Academic;4;406
Васин;Семен;Lecturer;2;202
Экспериментов;Карл;Student;1;100
Смотров;Лука;Student;1;100
Шабалина;Инга;Professor;3;304
Цыганова;Татьяна;Dean;5;507
Бердяев;Онуфрий;Lecturer;2;203
Позона;Ефросинья;Dean;5;508
Бердяева;Антонина;Student;1;100
Тёмкин;Захар;Academic;4;405
Коротченко;Евгений;Student;1;100
Скрябин;Тарас;Professor;3;304
Кичеев;Герасим;Lecturer;2;202
Курбанова;Валерия;Lecturer;2;203
Коньякова;Валерия;Dean;5;508
Ярилина;Марина;Dean;5;507
Краснокутский;Виссарион;Student;1;100
Рыжков;Авдей;Student;1;100
Лобачёва;Юнона;Student;1;100
Ярмолинский;Самсон;Student;1;100
Минкина;Алла;Lecturer;2;202
Морякова;Виктория;Student;1;100
Белоусов;Федот;Academic;4;406
Потапов;Владимир;Academic;4;406
Мухова;Марианна;Student;1;101
Дорога;Тимур;Lecturer;2;202
Лепихова;Анфиса;Dean;5;507
Тихоненко;Розалия;Academic;4;406
Родикова;Милена;Lecturer;2;201
Карибжанов;Всеволод;Lecturer;2;202
Стиплин;Никон;Dean;5;507
Мажулин;Елизар;Student;1;101
Буклин;Валентин;Dean;5;508
Лялюшкина;Ангелина;Dean;5;507
Сушилова;Ульяна;Lecturer;2;202
Ягода;Варвара;Lecturer;2;203
Бузыцкова;Полина;Student;1;101
Мигунова;Антонина;Professor;3;304
Витвинский;Рюрик;Dean;5;507
Кононова;Кира;Student;1;100
Ядренкин;Иннокентий;Lecturer;2;203
Киселёв;Модест;Academic;4;405
Бугайчук;Евграф;Professor;3;305
Антипин;Аскольд;Student;1;101
Розенбах;Вадим;Student;1;100
Кутюков;Виталий;Professor;3;303
Шишмарёв;Андрон;Professor;3;304
Мазаев;Елисей;Dean;5;507
Думановский;Данила;Professor;3;304
Цуцкова;Ирина;Lecturer;2;202
Бобкова;Рената;Professor;3;305
Вагина;Диана;Academic;4;406
Воликова;Ираида;Professor;3;304
Мандрыкин;Эммануил;Dean;5;508
Прокашева;Людмила;Student;1;100
Железкина;Наталия;Academic;4;406
Яцевич;Лукьян;Professor;3;305
Шелагина;Фаина;Lecturer;2;203
Янушко;Надежда;Dean;5;508
Маслака;Элеонора;Student;1;101
Оленева;Раиса;Student;1;100
Игнатенко;Лидия;Academic;4;405
Надервель;Виталий;Academic;4;406
Меликова;Евгения;Academic;4;406
Чежеков;Валерий;Dean;5;507
Козланюк;Филипп;Dean;5;508
Северинова;Анфиса;Professor;3;304
Веденина;Нона;Professor;3;304
Деменкова;Владлена;Student;1;100
Бершова;Екатерина;Professor;3;304
Шульц;Якуб;Academic;4;406
Пережогина;Эмма;Professor;3;305
Энгалычев;Агафон;Lecturer;2;201
Зверева;Алина;Student;1;100
Нустров;Ростислав;Academic;4;405
Никоненко;Доминика;Academic;4;405
Яшина;Христина;Professor;3;304
Перова;Юлия;Professor;3;304
Никоненко;Агния;Academic;4;405
Кириченко;Демьян;Academic;4;406
Уманов;Самсон;Dean;5;507
Хомколова;Ольга;Dean;5;508
Олейников;Казимир;Lecturer;2;202
Углицкий;Пахом;Dean;5;508
Ивашечкин;Артем;Academic;4;406
Эссена;Оксана;Student;1;100
Семянин;Фома;Academic;4;406
Горемыкина;Ника;Student;1;100
Увакин;Тимур;Academic;4;406
Хомичев;Мир;Professor;3;304
Богатов;Станислав;Dean;5;507
Шишмарёв;Демьян;Academic;4;406
Низовцев;Поликарп;Professor;3;305
Суружу;Анастасия;Academic;4;405
Переверзев;Владимир;Dean;5;508
Бенедиктов;Степан;Academic;4;406
Килис;Аскольд;Dean;5;508
Николаевский;Никон;Dean;5;507
Месяц;Антип;Lecturer;2;203
Жаркин;Глеб;Lecturer;2;201
Ковалевский;Алексей;Dean;5;508
Есенин;Валерьян;Student;1;100
Кариева;Роза;Academic;4;406
Кусков;Тимур;Dean;5;508
Мурзакова;Алла;Professor;3;305
Михальченкова;Валентина;Student;1;100
Игошин;Ян;Professor;3;304
Базанова;Ева;Professor;3;303
Барсова;Фаина;Lecturer;2;202
Сапалёв;Остап;Professor;3;304
Карташёва;Лилия;Lecturer;2;202
Цорна;Анна;Student;1;100
Бобр;Юлий;Academic;4;406
Куприянова;Ефросинья;Student;1;101
Кудяшов;Яков;Lecturer;2;202
Кривоплясов;Савелий;Student;1;101
Шувалова;Яна;Lecturer;2;203
Нарыкова;Эльвира;Academic;4;406
Казакевича;Диана;Student;1;100
Янушко;Василиса;Academic;4;406
Голодяева;Анастасия;Lecturer;2;201
Суботин;Порфирий;Professor;3;303
Калугина;Стела;Academic;4;406
Кругликов;Игорь;Professor;3;305
Данильцина;Эльвира;Academic;4;406
Новокшонова;Алина;Dean;5;508
Шамякина;Ираида;Dean;5;508
Шабунин;Глеб;Professor;3;305
Ярина;Вера;Student;1;100
Калагина;Аза;Dean;5;508
Рыжиков;Аким;Academic;4;406
Ясько;Нина;Academic;4;405
Курепина;Рената;Student;1;101
Антонова;Милена;Professor;3;303
Цулукидзе;Берта;Academic;4;406
Луговой;Рената;Dean;5;507
Жутова;Эльвира;Student;1;101
Ожгибесов;Авдей;Lecturer;2;203
Ямковой;Игорь;Professor;3;303
Сурков;Артур;Academic;4;406
Соколов;Виталий;Professor;3;304
Ромазанова;Ольга;Lecturer;2;202
Баранов;Бронислав;Academic;4;406
Лидин;Сократ;Lecturer;2;202
Еськов;Валентин;Lecturer;2;202
Шепкин;Валерьян;Academic;4;406
Аксенчук;Лавр;Student;1;100
Протасова;Виктория;Professor;3;303
Скороходов;Фома;Lecturer;2;202
Коновалова;Элеонора;Dean;5;507
Маматов;Мирон;Lecturer;2;203
Кондучалов;Иван;Lecturer;2;201
Лепёхина;Анисья;Dean;5;507
Конака;Ольга;Professor;3;305
Козлова;Арина;Dean;5;508
Дубинкина;Валерия;Professor;3;304
Югов;Феликс;Lecturer;2;202
Маховицкий;Феофан;Lecturer;2;201
Кологреева;Арина;Lecturer;2;201
Торопов;Владилен;Academic;4;405
Ростов;Самсон;Student;1;100
Жилин;Осип;Dean;5;508
Наумов;Мстислав;Lecturer;2;203
Щербакова;Елена;Lecturer;2;203
Шабунина;Злата;Academic;4;406
Гринина;Евгения;Academic;4;405
Щерба;Марианна;Dean;5;508
Уваров;Савелий;Lecturer;2;203
Лыков;Алексей;Lecturer;2;203
Аристархов;Капитон;Professor;3;304
Карантирова;Юнона;Dean;5;508
Травникова;Анисья;Student;1;100
Ляпина;Раиса;Lecturer;2;202
Прудников;Лукьян;Lecturer;2;202
Сомова;Юнона;Lecturer;2;202
Богомолов;Аскольд;Dean;5;508
Лобана;Лиана;Academic;4;406
Зарица;Любава;Lecturer;2;203
Яковлев;Андрей;Lecturer;2;202
Успенский;Яков;Dean;5;508
Мурогов;Игорь;Dean;5;507
Рыжиков;Рюрик;Professor;3;304
Модзалевский;Родион;Lecturer;2;202
Ямков;Парфен;Lecturer;2;202
Хрустицкий;Арсений;Academic;4;405
Ефремова;Татьяна;Professor;3;304
Лыткин;Вацлав;Dean;5;507
Хорошилова;Эмилия;Professor;3;305
Шатова;Рената;Professor;3;303
Арзамасцев;Владилен;Lecturer;2;202
Архаткин;Максим;Professor;3;304
Берёзкин;Трофим;Dean;5;508
Сомова;Римма;Student;1;101
Абушаев;Савелий;Academic;4;406
Яценко;Фаина;Academic;4;405
Захарьина;Ульяна;Professor;3;304
Базарова;Екатерина;Dean;5;508
Осолодкин;Ян;Lecturer;2;203
Кушкина;Нина;Professor;3;304
Афанасьев;Борис;Academic;4;406
Халипова;Нина;Academic;4;407
Жиганова;Ульяна;Academic;4;406
Кондратов;Борис;Student;1;100
Белоконь;Валерьян;Dean;5;507
Ягнышев;Модест;Dean;5;507
Шуленкова;Бронислава;Lecturer;2;202
Яушкина;Нона;Dean;5;508
Запорожец;Серафим;Professor;3;304
Драке;Якуб;Lecturer;2;203
Коченкова;Яна;Student;1;100
Яшагина;Евгения;Dean;5;507
Жаворонков;Демьян;Dean;5;508
Шулёв;Лукьян;Dean;5;508
Шмелёв;Всеволод;Lecturer;2;202
Калмыкова;Лариса;Academic;4;406
Сыров;Артемий;Professor;3;304
Абумайлов;Илья;Academic;4;406
Ахметова;Ева;Student;1;100
Шелепов;Юрий;Academic;4;406
Ольховский;Филипп;Lecturer;2;202
Юнкин;Терентий;Academic;4;406
Изюмова;Юлия;Lecturer;2;203
Пелёвина;Маргарита;Dean;5;508
Эпингера;Евгения;Student;1;101
Угличинин;Потап;Dean;5;508
Кондучалова;Ева;Dean;5;508
Крысов;Иван;Dean;5;508
Сергеевича;Екатерина;Professor;3;304
Муравьева;Инга;Academic;4;405
Лассман;Рюрик;Academic;4;406
Кирхенштейн;Аким;Student;1;100
Курзыбов;Анатолий;Lecturer;2;203
Пронина;Милена;Dean;5;507
Касимова;Рада;Professor;3;305
Яницкий;Самуил;Student;1;101
Должиков;Арсений;Student;1;101
Морозова;Ирина;Professor;3;304
Осипов;Герман;Professor;3;303
Ильина;Аза;Professor;3;303
Юрьева;Ефросиния;Lecturer;2;202
Случевский;Венедикт;Professor;3;305
Коренёва;Ярослава;Lecturer;2;202
Кабинов;Семен;Lecturer;2;201
Бурда;Софья;Professor;3;303
Гарина;Ирина;Professor;3;303
Муленко;Мирослав;Academic;4;405
Агеев;Богдан;Student;1;100
Любов;Фома;Dean;5;508
Никольникова;Инга;Dean;5;508
Мазаев;Илья;Student;1;101
Кедров;Фома;Dean;5;507
Шипицын;Филипп;Dean;5;507
Авдошкина;Софья;Academic;4;405
Кожуров;Максимильян;Lecturer;2;202
Семериков;Самуил;Dean;5;508
Федулова;Лариса;Professor;3;303
Лелух;Данила;Academic;4;407
Яйцев;Поликарп;Dean;5;508
Хабибова;Оксана;Dean;5;507
Вольваков;Святослав;Dean;5;508
Сухоруков;Богдан;Professor;3;303
Борисюка;Кристина;Lecturer;2;203
Барндык;Руслан;Dean;5;507
Сухиха;Евгения;Academic;4;405
Кратенко;Тарас;Dean;5;508
Черепанов;Назар;Professor;3;304
Забиров;Рубен;Student;1;100
Рыжиков;Ираклий;Lecturer;2;203
Ржевский;Казимир;Student;1;100
Менщиков;Борислав;Professor;3;305
Чилаев;Михей;Student;1;100
Тамаркин;Давид;Lecturer;2;202
Сязи;Маргарита;Academic;4;405
Пугина;Зинаида;Professor;3;303
Остапюк;Адриан;Academic;4;405
Федченков;Андриян;Professor;3;303
Цейдлерин;Сергей;Student;1;101
Герасимова;Ксения;Professor;3;304
Соломонов;Василий;Academic;4;406
Шаршина;Варвара;Lecturer;2;203
Рунов;Гаврила;Dean;5;508
Швецова;﻿Агата;Student;1;100
Задорожный;Андрон;Professor;3;305
Яхимовича;Елизавета;Professor;3;304
Капылюшный;Дарья;Dean;5;507
Квартина;Регина;Lecturer;2;202
Тарасов;Парфен;Academic;4;406
Клима;Ираида;Professor;3;305
Экземплярский;Самуил;Academic;4;405
Чуркина;Анисья;Academic;4;406
Сёмина;Раиса;Professor;3;303
Толстой;Ефросинья;Professor;3;304
Алимкин;Руслан;Professor;3;304
Гребнев;Тарас;Professor;3;304
Шелепин;Архип;Dean;5;507
Труфанова;Стела;Lecturer;2;202
Букирь;Трофим;Professor;3;304
Михалёв;Николай;Professor;3;305
Сигачёв;Изяслав;Professor;3;304
Насонова;Фаина;Dean;5;508
Солодскиха;Розалия;Professor;3;305
Рязанцев;Рубен;Academic;4;406
Бурда;Ангелина;Dean;5;507
Григорьев;Виссарион;Professor;3;303
Кондратов;Моисей;Student;1;101
Цой;Майя;Professor;3;304
Коренёва;Светлана;Student;1;101
Кресанов;Иван;Lecturer;2;201
Палагута;Екатерина;Academic;4;405
Янцижин;Потап;Professor;3;304
Цирюльникова;Лада;Lecturer;2;202
Минеева;Розалия;Lecturer;2;202
Кулика;Арина;Lecturer;2;201
Рыбаков;Прокофий;Professor;3;304
Елагина;Виктория;Dean;5;508
Муратова;Тамара;Professor;3;303
Кариева;Варвара;Academic;4;407
Шереметьев;Рюрик;Lecturer;2;203
Валиева;Маргарита;Academic;4;407
Деменков;Лука;Academic;4;406
Коломийцева;Диана;Dean;5;507
Кемоклидзе;Ярослава;Professor;3;304
Швечикова;Зинаида;Academic;4;406
Барышникова;Римма;Lecturer;2;202
Колосова;Вероника;Student;1;101
Яненко;Вероника;Professor;3;304
Вишнякова;Лидия;Academic;4;406
Кирдань;Поликарп;Student;1;101
Рябец;Агафон;Professor;3;305
Яблочкин;Серафим;Professor;3;303
Николаевский;Василий;Dean;5;508
Окладникова;Виктория;Professor;3;305
Воробьев;Мирослав;Student;1;100
Фокина;Ирина;Academic;4;407
Прохоров;Марк;Academic;4;406
Меркушева;Светлана;Lecturer;2;202
Шурдуков;Степан;Student;1;101
Ягунов;Лаврентий;Student;1;101
Хабибов;Мирон;Lecturer;2;203
Шушалева;Раиса;Lecturer;2;203
Огаркова;Майя;Student;1;100
Блокова;Кристина;Professor;3;304
Зимнякова;Эмилия;Dean;5;508
Строганова;Роза;Student;1;101
Голованова;Нина;Professor;3;304
Яглинцев;Ярослав;Student;1;101
Мукосеева;Зинаида;Lecturer;2;202
Голубова;Рената;Student;1;100
Манторова;Майя;Professor;3;304
Подоров;Никита;Professor;3;303
Мичуева;Влада;Professor;3;304
Муленко;Семён;Student;1;100
Элефтерова;Христина;Academic;4;406
Кутюков;Кузьма;Academic;4;406
Доронина;Клара;Student;1;101
Хорьков;Елизар;Student;1;100
Кондурова;Берта;Dean;5;508
Крюкова;Таисия;Professor;3;305
Дёмшина;Марина;Lecturer;2;201
Липов;Никифор;Academic;4;405
Амелин;Мирослав;Academic;4;406
Купревич;Эдуард;Student;1;100
Бендлина;Ксения;Academic;4;405
Шабунин;Родион;Lecturer;2;202
Ялунин;Терентий;Professor;3;304
Беликов;Эрнест;Academic;4;406
Молодцов;Лаврентий;Lecturer;2;201
Молодцова;Маргарита;Professor;3;303
Решетников;Федор;Academic;4;406
Автухова;Регина;Academic;4;406
Островерхов;Поликарп;Lecturer;2;202
